0	3.07e-07
1000	2.864e-06
2000	5.152e-06
3000	7.529e-06
4000	9.923e-06
5000	1.2265e-05
6000	1.4809e-05
7000	1.7222e-05
8000	2.0177e-05
9000	2.1975e-05
10000	2.4326e-05
11000	2.6828e-05
12000	2.9287e-05
13000	3.2857e-05
14000	3.404e-05
15000	3.762e-05
16000	3.8777e-05
17000	4.1264e-05
18000	4.3807e-05
19000	4.5947e-05
20000	4.8492e-05
21000	5.1275e-05
22000	5.3277e-05
23000	5.5644e-05
24000	5.8068e-05
25000	6.0442e-05
26000	6.2915e-05
27000	6.5281e-05
28000	6.7791e-05
29000	7.0213e-05
30000	7.5687e-05
31000	7.6601e-05
32000	7.742e-05
33000	7.985e-05
34000	8.2454e-05
35000	8.4444e-05
36000	9.0101e-05
37000	9.18e-05
38000	9.1891e-05
39000	9.4073e-05
40000	9.6649e-05
41000	9.8954e-05
42000	0.000104764
43000	0.000106969
44000	0.000106169
45000	0.000108637
46000	0.000110875
47000	0.000116144
48000	0.000115706
49000	0.000119127
50000	0.000163304
51000	0.000126644
52000	0.00012699
53000	0.00012799
54000	0.00013026
55000	0.000132661
56000	0.000176641
57000	0.000137495
58000	0.000141004
59000	0.00014518
60000	0.000144884
61000	0.000150736
62000	0.000171773
63000	0.000151926
64000	0.000155597
65000	0.000156777
66000	0.000159119
67000	0.000164573
68000	0.000164156
69000	0.000168867
70000	0.000173801
71000	0.000171288
72000	0.000177645
73000	0.000176149
74000	0.00018538
75000	0.000185833
76000	0.000188441
77000	0.00018682
78000	0.000189682
79000	0.000195791
80000	0.000197363
81000	0.000195564
82000	0.000201542
83000	0.000202459
84000	0.000208972
85000	0.000206139
86000	0.000210913
87000	0.000210832
88000	0.000216733
89000	0.000224458
90000	0.000218399
91000	0.000223602
92000	0.00022592
93000	0.000252562
94000	0.000264236
95000	0.000229096
96000	0.000231293
97000	0.000243037
98000	0.000239091
99000	0.000251624
100000	0.000242411
