0	1.482e-06
1000	0.000210598
2000	0.00037657
3000	0.000602601
4000	0.000825904
5000	0.0010697
6000	0.00154049
7000	0.0015786
8000	0.00180374
9000	0.00203391
10000	0.00237874
11000	0.0025963
12000	0.00281439
13000	0.00310092
14000	0.00337864
15000	0.00395448
16000	0.00379735
17000	0.00420071
18000	0.00452999
19000	0.00462805
20000	0.00493319
21000	0.00520063
22000	0.00548583
23000	0.00578076
24000	0.0059406
25000	0.00631974
26000	0.00648979
27000	0.00914107
28000	0.00712371
29000	0.00753981
30000	0.00760721
31000	0.00789305
32000	0.00808576
33000	0.00840927
34000	0.00872805
35000	0.00898681
36000	0.00969666
37000	0.00970786
38000	0.0098153
39000	0.0101436
40000	0.0103876
41000	0.0106309
42000	0.0111362
43000	0.0112116
44000	0.0114791
45000	0.0117612
46000	0.0120119
47000	0.0123297
48000	0.0125604
49000	0.0128995
50000	0.0132084
